Nome,Data de Nascimento,Sexo,Raça,Estado Civil,Você trabalha? (Estágio ou Efetivo),Renda Própria,Quantidade de Filhos,Renda do Responsável Financeiro,Escolaridade do Responsável,Bairro,Distancia,Tipo de Ingresso,%_BOLSA,Curso,Semestre,FALTA,Status
Emilly Gomes,2003-07-25,Masculino,Outras,Solteiro,Não,2803,0,2075,Ensino Médio,Recanto das Emas,8,Transferência,33,Psicologia,3,7,0
Maria Liz Cardoso,1996-12-22,Feminino,Branco,Solteiro,Sim,2205,0,3459,Ensino Superior,Asa Sul,5,PROUNI,100,Administração,3,31,0
Mariah Jesus,2000-07-04,Feminino,Branco,Solteiro,Não,2094,0,3035,Ensino Médio,Recanto das Emas,2,ENEM,49,Ciência da Computação,3,7,0
Dante Cavalcante,1906-06-15,Masculino,Negro,Solteiro,Não,1358,0,3238,Ensino Superior,Cruzeiro,3,IDP Pass,2,Ciência da Computação,1,10,1
Apollo Pastor,2004-11-01,Feminino,Branco,Solteiro,Não,2704,0,3719,Ensino Médio,Taguatinga,5,IDP Pass,6,Engenharia de Software,1,7,0
Thales Camargo,1998-12-23,Feminino,Branco,Solteiro,Não,2203,0,2870,Ensino Superior,Recanto das Emas,8,Transferência,16,Engenharia de Software,5,23,1
Ágatha Rocha,2005-03-14,Masculino,Branco,União Estável,Sim,1026,0,2679,Ensino Superior,Asa Sul,3,IDP Pass,17,Publicidade,2,6,0
Vitória Pinto,2003-02-18,Feminino,Negro,Solteiro,Sim,2227,0,3690,Ensino Superior,Taguatinga,2,PROUNI,100,Psicologia,5,10,0
Leandro Cavalcanti,2002-11-25,Feminino,Branco,Solteiro,Não,2694,0,3221,Ensino Médio,Planaltina,10,ENEM,21,Ciência da Computação,2,7,0
Samuel Farias,1956-08-10,Masculino,Negro,Solteiro,Não,1193,0,3047,Ensino Superior,Fercal,10,IDP Pass,32,Arquitetura,3,6,0
Stephany Barros,1997-09-04,Feminino,Branco,Solteiro,Sim,2817,1,3642,Ensino Médio,Noroeste,4,ENEM,14,Engenharia de Software,2,6,0
Ayla Barbosa,1956-01-21,Feminino,Branco,Solteiro,Sim,2092,0,2431,Ensino Médio,Núcleo Bandeirante,1,ENEM,50,Ciência da Computação,3,7,1
Ana Vitória da Rosa,2001-04-18,Feminino,Branco,Solteiro,Não,2427,0,3844,Ensino Superior,Vicente Pires,8,ENEM,1,Economia,4,10,0
Fernanda Monteiro,2002-10-27,Feminino,Branco,Solteiro,Não,1918,0,2804,Ensino Médio,Sudoeste,5,PROUNI,100,Ciência da Computação,5,6,0
Ravi Fogaça,2004-12-02,Feminino,Negro,Solteiro,Não,1710,0,2943,Ensino Médio,Lago Sul,3,ENEM,50,Ciência da Computação,4,8,0
Isabel Azevedo,2002-08-02,Masculino,Branco,Solteiro,Não,2311,0,2161,Ensino Médio,Lago Norte,3,IDP Pass,8,Publicidade,1,7,0
Marcela da Mata,2006-04-14,Masculino,Branco,Solteiro,Não,2784,0,3277,Ensino Superior,Lago Norte,6,IDP Pass,39,Administração,5,2,1
Pedro Lucas Araújo,2003-08-27,Masculino,Branco,Solteiro,Não,2336,0,3137,Ensino Médio,Candangolândia,8,ENEM,50,Ciência da Computação,2,10,0
Igor Albuquerque,2001-10-26,Masculino,Negro,Solteiro,Sim,1348,0,3987,Ensino Médio,Noroeste,5,PROUNI,100,Ciência da Computação,4,8,0
Ayla da Cruz,2004-09-15,Masculino,Branco,Solteiro,Sim,2759,0,2340,Ensino Superior,Noroeste,5,IDP Pass,27,Engenharia de Software,3,6,1
Luna Casa Grande,1997-07-19,Masculino,Branco,Solteiro,Sim,2818,0,2739,Ensino Superior,São Sebastião,6,IDP Pass,21,Psicologia,1,38,0
Stella Cirino,1929-07-31,Feminino,Branco,Solteiro,Não,2788,0,3017,Ensino Superior,Asa Norte,10,IDP Pass,13,Economia,3,6,1
Paulo Vasconcelos,1998-11-03,Masculino,Negro,Solteiro,Não,1565,0,3290,Ensino Superior,Gama,4,PROUNI,100,Economia,1,10,1
Cauã Pereira,2002-07-04,Feminino,Branco,Solteiro,Sim,2777,0,3526,Ensino Superior,Planaltina,6,ENEM,31,Administração,4,6,0
Otto das Neves,2000-06-01,Masculino,Negro,Solteiro,Não,2096,0,3061,Ensino Superior,Riacho Fundo,8,IDP Pass,34,Psicologia,3,6,1
Luara Novaes,2003-04-12,Masculino,Negro,Solteiro,Não,1400,0,3066,Ensino Médio,Vicente Pires,8,PROUNI,100,Economia,3,7,0
Maria Laura Mendes,2002-10-11,Feminino,Branco,Solteiro,Sim,1194,1,3213,Ensino Superior,Núcleo Bandeirante,2,ENEM,8,Engenharia de Software,2,8,1
José Miguel Cavalcanti,1953-07-23,Feminino,Branco,Solteiro,Sim,1277,0,2449,Ensino Médio,Noroeste,4,Transferência,19,Ciência da Computação,4,30,1
Matteo Costela,2005-08-22,Masculino,Branco,Solteiro,Sim,1999,0,2950,Ensino Superior,São Sebastião,10,PROUNI,100,Administração,2,13,0
Mirella da Cruz,1996-12-29,Masculino,Negro,Solteiro,Sim,2370,0,3305,Ensino Médio,SIA,5,PROUNI,100,Publicidade,1,9,0
Gabriel da Cruz,1996-11-12,Feminino,Negro,Solteiro,Sim,2189,0,2076,Ensino Superior,Noroeste,4,ENEM,38,Ciência da Computação,5,10,1
Enzo Caldeira,1998-07-04,Feminino,Negro,Solteiro,Não,1876,0,3442,Ensino Superior,Sudoeste,6,IDP Pass,33,Psicologia,5,10,1
Heloisa Viana,2003-04-27,Feminino,Branco,Solteiro,Não,1131,0,3557,Ensino Médio,Lago Norte,2,PROUNI,100,Ciência da Computação,2,6,1
Erick Correia,2004-08-15,Feminino,Branco,Solteiro,Não,2156,0,3390,Ensino Médio,Varjão,1,Transferência,29,Administração,5,9,0
Valentina Souza,2001-03-02,Feminino,Branco,Solteiro,Não,2613,0,2163,Ensino Médio,Lago Norte,2,IDP Pass,6,Arquitetura,1,10,0
Davi Cavalcanti,1909-04-28,Feminino,Negro,Solteiro,Sim,1237,0,3800,Ensino Médio,Lago Sul,8,IDP Pass,8,Psicologia,3,6,1
Heloisa Vieira,2004-03-24,Feminino,Branco,Solteiro,Sim,1469,0,3575,Ensino Médio,Riacho Fundo,7,ENEM,40,Arquitetura,3,8,0
Gustavo Henrique Fernandes,2001-08-08,Feminino,Negro,Casado,Não,2755,0,2412,Ensino Superior,Brazlândia,10,ENEM,28,Psicologia,1,6,1
Cauã Porto,2000-08-13,Feminino,Negro,Solteiro,Não,2178,0,3751,Ensino Médio,Planaltina,4,IDP Pass,27,Engenharia de Software,1,7,0
Erick da Paz,1999-02-18,Masculino,Branco,Solteiro,Sim,1912,0,2237,Ensino Superior,Sudoeste,6,ENEM,44,Administração,4,7,1
Enrico Borges,2003-09-18,Masculino,Branco,Solteiro,Sim,2379,0,2664,Ensino Médio,Fercal,5,PROUNI,100,Engenharia de Software,2,6,1
Arthur Gabriel Duarte,2002-07-29,Masculino,Negro,União Estável,Sim,1574,0,3500,Ensino Superior,Ceilândia,7,PROUNI,100,Administração,2,14,0
Natália Alves,2004-01-24,Feminino,Branco,Solteiro,Não,1048,0,3828,Ensino Superior,Asa Sul,7,IDP Pass,18,Arquitetura,2,8,0
Bianca Sales,1994-07-28,Feminino,Negro,Solteiro,Não,2354,0,2741,Ensino Superior,Santa Maria,3,Transferência,36,Ciência da Computação,5,37,1
Maria Laura Pereira,1994-09-09,Masculino,Negro,Solteiro,Sim,2868,0,3487,Ensino Médio,Vicente Pires,5,IDP Pass,48,Psicologia,4,9,0
Breno Leão,1995-01-26,Masculino,Branco,Solteiro,Não,1265,0,3384,Ensino Superior,Candangolândia,7,IDP Pass,46,Publicidade,3,9,0
Maria Julia Mendes,2005-12-24,Feminino,Branco,Solteiro,Sim,2837,0,3231,Ensino Superior,Candangolândia,10,ENEM,18,Engenharia de Software,5,13,0
Matheus Pastor,2005-06-29,Feminino,Branco,União Estável,Não,1932,0,2056,Ensino Médio,Lago Norte,1,PROUNI,100,Publicidade,3,8,0
Diego Fernandes,2005-11-13,Feminino,Branco,Solteiro,Sim,1350,0,2089,Ensino Médio,SCIA,8,ENEM,25,Publicidade,1,6,0
Hadassa Rios,1997-11-01,Masculino,Negro,Solteiro,Não,2010,0,2625,Ensino Superior,Riacho Fundo II,6,PROUNI,100,Publicidade,1,8,1
Ana Vitória Machado,1955-04-05,Feminino,Branco,Solteiro,Não,2792,0,2293,Ensino Médio,Noroeste,8,IDP Pass,45,Psicologia,3,10,1
Leandro Fernandes,2005-10-29,Masculino,Negro,Solteiro,Não,1701,0,3508,Ensino Superior,SIA,5,ENEM,20,Arquitetura,2,9,1
João Pedro Freitas,1994-08-05,Feminino,Negro,Solteiro,Sim,1940,0,2119,Ensino Médio,Planaltina,9,Transferência,8,Engenharia de Software,4,7,0
Giovanna Aragão,2004-04-04,Masculino,Outras,Solteiro,Não,2307,0,3884,Ensino Médio,Sudoeste,9,ENEM,35,Engenharia de Software,3,7,0
Alexia Aparecida,1998-10-16,Feminino,Negro,Solteiro,Não,2891,0,2311,Ensino Médio,Paranoá,7,ENEM,38,Economia,2,7,1
Guilherme Montenegro,1996-10-14,Feminino,Branco,Solteiro,Não,2662,0,3950,Ensino Médio,Asa Norte,6,ENEM,33,Arquitetura,1,9,0
Levi Alves,2005-06-30,Feminino,Branco,Solteiro,Não,2002,0,2919,Ensino Superior,Sobradinho,7,Transferência,14,Ciência da Computação,3,9,1
Ayla Brito,1998-12-20,Masculino,Branco,Solteiro,Sim,1540,1,3528,Ensino Superior,Sol Nascente/Pôr do Sol,5,ENEM,6,Ciência da Computação,3,8,0
Eloá Fonseca,2002-04-24,Masculino,Branco,Solteiro,Sim,2810,0,2443,Ensino Superior,Sudoeste,3,ENEM,49,Psicologia,1,9,1
Luana Moura,1997-12-07,Feminino,Branco,Solteiro,Sim,2204,0,3854,Ensino Superior,Candangolândia,4,IDP Pass,3,Arquitetura,4,8,1
Luana Cavalcanti,1906-10-25,Feminino,Branco,Solteiro,Não,1742,0,3969,Ensino Superior,Plano Piloto,3,IDP Pass,48,Psicologia,4,15,0
Heloísa Melo,2002-11-24,Masculino,Branco,Solteiro,Sim,2136,0,2062,Ensino Superior,Riacho Fundo II,5,ENEM,39,Psicologia,5,26,0
Nicole Nascimento,1997-05-08,Masculino,Branco,Solteiro,Sim,2361,0,2910,Ensino Superior,Park Way,4,IDP Pass,8,Publicidade,2,3,0
Maria Eduarda Moreira,2003-12-26,Masculino,Branco,Solteiro,Sim,1670,0,3057,Ensino Superior,SIA,2,ENEM,46,Administração,1,31,0
Maria Luiza Lima,1998-09-29,Masculino,Branco,Solteiro,Sim,2231,0,3992,Ensino Superior,Varjão,4,IDP Pass,29,Administração,1,6,0
Carlos Eduardo Lopes,2002-02-15,Feminino,Branco,Solteiro,Sim,2058,0,2158,Ensino Médio,Asa Sul,5,Transferência,17,Ciência da Computação,1,9,1
Bento Costa,2003-06-07,Feminino,Negro,Solteiro,Sim,2299,0,3548,Ensino Médio,Sol Nascente/Pôr do Sol,1,IDP Pass,37,Psicologia,4,8,0
Lucas Gabriel Marques,2005-06-08,Masculino,Branco,Solteiro,Sim,1107,0,3198,Ensino Superior,Lago Sul,8,IDP Pass,8,Arquitetura,3,12,0
Gael Henrique Barbosa,1999-02-18,Masculino,Branco,Solteiro,Sim,2745,0,3358,Ensino Médio,Sol Nascente/Pôr do Sol,10,ENEM,43,Arquitetura,3,22,0
Liz Novaes,1998-04-07,Feminino,Negro,Solteiro,Não,2516,1,3659,Ensino Superior,Taguatinga,5,ENEM,36,Ciência da Computação,1,8,0
Emanuella Moraes,2003-03-16,Masculino,Negro,Solteiro,Sim,2570,0,2683,Ensino Superior,Asa Sul,5,PROUNI,100,Arquitetura,4,9,1
Vicente Sá,2003-11-06,Feminino,Branco,Solteiro,Sim,1406,0,2893,Ensino Médio,Cruzeiro,1,IDP Pass,38,Economia,3,8,0
Henry Azevedo,2000-08-13,Feminino,Branco,Solteiro,Não,2520,0,2314,Ensino Superior,Setor de Indústrias Gráficas,9,ENEM,23,Administração,1,8,0
Arthur Gabriel Lopes,1951-10-12,Feminino,Branco,Solteiro,Sim,2241,0,2010,Ensino Superior,Asa Norte,7,Transferência,3,Ciência da Computação,2,20,0
Luísa Pacheco,1995-12-13,Feminino,Negro,União Estável,Não,1590,0,2990,Ensino Superior,Varjão,2,PROUNI,100,Ciência da Computação,2,11,1
José Miguel Jesus,2004-10-27,Feminino,Branco,Solteiro,Não,2228,0,2682,Ensino Médio,Candangolândia,10,Transferência,45,Ciência da Computação,5,6,1
Maitê Guerra,1995-01-30,Masculino,Branco,Solteiro,Não,2767,0,2620,Ensino Superior,Lago Norte,5,ENEM,48,Engenharia de Software,4,9,0
Maitê Silveira,2005-09-03,Masculino,Outras,União Estável,Sim,1743,0,2726,Ensino Superior,Lago Sul,6,ENEM,22,Economia,1,7,0
Guilherme Gonçalves,2002-10-03,Masculino,Branco,Solteiro,Não,1300,0,2282,Ensino Médio,Sol Nascente/Pôr do Sol,9,IDP Pass,37,Arquitetura,1,30,1
Mariana Almeida,1996-05-01,Masculino,Branco,Solteiro,Não,1504,0,2715,Ensino Médio,SIA,5,IDP Pass,3,Ciência da Computação,3,35,0
Isabelly Rodrigues,1997-05-09,Masculino,Branco,Solteiro,Sim,1310,0,2041,Ensino Superior,SCIA,6,ENEM,10,Economia,2,35,1
Mirella Camargo,2006-01-13,Masculino,Branco,Solteiro,Sim,2528,0,2650,Ensino Médio,Brazlândia,2,ENEM,25,Economia,3,7,0
Pedro Albuquerque,1995-11-13,Masculino,Branco,Solteiro,Não,1144,0,3123,Ensino Médio,Núcleo Bandeirante,7,ENEM,20,Engenharia de Software,3,7,0
Maria Laura Nascimento,1995-07-03,Feminino,Branco,Solteiro,Não,2685,0,3494,Ensino Médio,Lago Sul,1,PROUNI,100,Psicologia,5,10,1
Augusto Carvalho,2005-03-09,Feminino,Outras,Solteiro,Sim,1729,0,2317,Ensino Médio,Itapoã,5,IDP Pass,40,Ciência da Computação,4,8,0
Fernando Almeida,1999-04-01,Masculino,Branco,Solteiro,Não,1145,0,3849,Ensino Superior,Asa Sul,5,Transferência,5,Ciência da Computação,5,7,0
Gabriela Vasconcelos,2002-03-17,Masculino,Branco,Solteiro,Não,2876,0,3078,Ensino Médio,São Sebastião,2,PROUNI,100,Ciência da Computação,5,9,1
Vinicius Abreu,2004-01-04,Feminino,Outras,Solteiro,Sim,1372,1,3422,Ensino Superior,Riacho Fundo II,9,ENEM,8,Arquitetura,5,7,1
Rodrigo Moreira,2002-08-14,Feminino,Branco,Solteiro,Não,1322,0,2438,Ensino Médio,Riacho Fundo,6,ENEM,18,Administração,1,23,1
Caleb da Luz,1999-05-03,Feminino,Branco,Solteiro,Sim,2131,1,2344,Ensino Superior,Asa Sul,2,PROUNI,100,Psicologia,4,6,0
Luana Dias,2005-07-07,Masculino,Branco,União Estável,Sim,1185,0,3474,Ensino Médio,Noroeste,6,ENEM,35,Arquitetura,2,9,0
João Pedro Peixoto,2000-07-04,Masculino,Negro,Solteiro,Sim,2059,0,2268,Ensino Médio,Candangolândia,3,ENEM,16,Engenharia de Software,4,10,0
Josué Alves,1995-10-28,Masculino,Outras,Solteiro,Sim,1202,0,2437,Ensino Superior,Lago Oeste,6,IDP Pass,32,Engenharia de Software,4,11,1
Maria Luiza Duarte,1998-04-01,Feminino,Negro,Solteiro,Não,1257,0,3648,Ensino Médio,Noroeste,6,IDP Pass,26,Administração,5,7,0
Alexia Vieira,1920-06-30,Masculino,Branco,Solteiro,Não,2506,0,3939,Ensino Médio,Asa Norte,3,Transferência,26,Engenharia de Software,5,10,0
Pietra Mendes,2004-11-08,Feminino,Outras,Solteiro,Não,2134,0,3277,Ensino Superior,Santa Maria,4,IDP Pass,33,Administração,1,10,0
Theodoro das Neves,1996-06-17,Masculino,Negro,Solteiro,Sim,2063,0,2807,Ensino Superior,Asa Norte,9,Transferência,33,Publicidade,1,33,1
Heloisa Costela,1998-08-18,Masculino,Negro,Solteiro,Sim,1882,0,3549,Ensino Superior,Setor de Indústrias Gráficas,5,Transferência,50,Economia,4,9,1
Isabela Souza,2001-06-06,Feminino,Negro,Solteiro,Sim,2978,0,2747,Ensino Médio,SCIA,10,ENEM,14,Administração,5,8,1
Levi Castro,1938-03-15,Feminino,Negro,Solteiro,Não,2320,0,3069,Ensino Superior,SIA,1,ENEM,13,Publicidade,2,9,0
Danilo Barbosa,2000-12-05,Masculino,Branco,Solteiro,Sim,1219,0,2156,Ensino Superior,SIA,3,IDP Pass,47,Publicidade,1,10,0
Yuri Cassiano,2003-10-10,Feminino,Branco,Solteiro,Não,2224,0,2423,Ensino Médio,Cruzeiro,2,Transferência,6,Engenharia de Software,1,8,0
Davi Lucas Campos,2002-07-12,Masculino,Branco,Solteiro,Sim,2146,0,3803,Ensino Superior,Taguatinga,1,ENEM,33,Psicologia,1,10,0
Lívia Martins,1997-08-09,Feminino,Branco,Solteiro,Não,2868,0,2952,Ensino Médio,Lago Norte,4,ENEM,21,Administração,3,13,1
Isaac Souza,2003-08-14,Masculino,Negro,Solteiro,Sim,1223,0,3788,Ensino Médio,Asa Sul,1,PROUNI,100,Ciência da Computação,4,9,0
Carlos Eduardo Siqueira,2005-11-24,Feminino,Branco,Solteiro,Sim,1326,0,3778,Ensino Médio,Sudoeste,6,IDP Pass,49,Engenharia de Software,3,7,0
Caleb Guerra,2003-12-17,Feminino,Negro,Solteiro,Não,2825,0,2485,Ensino Médio,Sudoeste,10,Transferência,31,Ciência da Computação,3,8,0
Gael Costela,1998-12-17,Masculino,Negro,Solteiro,Sim,1982,0,2283,Ensino Superior,Águas Claras,5,ENEM,9,Engenharia de Software,3,6,0
Eduardo Abreu,1939-09-03,Masculino,Negro,Solteiro,Sim,1960,0,3126,Ensino Superior,Recanto das Emas,6,IDP Pass,6,Arquitetura,3,1,0
Laís Correia,2000-08-02,Masculino,Negro,Solteiro,Não,1669,0,3263,Ensino Superior,SIA,3,IDP Pass,2,Administração,5,7,1
Isis Pereira,1994-11-02,Masculino,Branco,Solteiro,Sim,1437,0,3857,Ensino Superior,Varjão,3,IDP Pass,11,Psicologia,5,6,0
Luigi Andrade,1996-10-26,Feminino,Negro,Solteiro,Não,1055,1,3301,Ensino Médio,Sol Nascente/Pôr do Sol,6,IDP Pass,39,Administração,1,9,1
Diego Ferreira,2005-04-28,Masculino,Branco,Solteiro,Sim,1345,0,2928,Ensino Médio,Cruzeiro,1,IDP Pass,1,Economia,1,10,0
João Lucas Leão,2004-11-20,Feminino,Branco,União Estável,Sim,1424,0,2144,Ensino Superior,Lago Norte,10,PROUNI,100,Psicologia,2,9,0
Cauê Marques,1997-05-28,Feminino,Negro,Solteiro,Sim,1065,0,2593,Ensino Superior,Asa Sul,9,IDP Pass,25,Publicidade,5,6,1
Lucas Gabriel Peixoto,2004-07-04,Masculino,Negro,União Estável,Não,2500,0,2959,Ensino Médio,Asa Sul,6,ENEM,0,Ciência da Computação,1,7,1
Alexandre Lopes,1999-03-05,Masculino,Branco,Casado,Não,2873,0,2699,Ensino Médio,SCIA,4,PROUNI,100,Psicologia,3,13,1
Benicio Vargas,1915-07-28,Feminino,Branco,Solteiro,Sim,2132,0,2977,Ensino Médio,Asa Sul,6,IDP Pass,41,Arquitetura,4,18,0
Clara Marques,1998-08-08,Feminino,Branco,Solteiro,Não,1897,0,2447,Ensino Médio,Noroeste,2,Transferência,48,Arquitetura,3,9,0
Henrique Silveira,2002-02-06,Masculino,Negro,Solteiro,Sim,2081,0,2133,Ensino Superior,Sudoeste,8,ENEM,3,Arquitetura,4,10,0
Fernanda Lopes,1997-07-23,Masculino,Branco,Solteiro,Sim,2614,0,3387,Ensino Médio,Águas Claras,9,ENEM,11,Engenharia de Software,4,22,0
Maria Luísa Campos,2001-12-09,Masculino,Negro,Casado,Não,2898,0,2194,Ensino Superior,Sol Nascente/Pôr do Sol,6,IDP Pass,29,Ciência da Computação,4,6,1
Maria Helena Araújo,1923-08-08,Feminino,Negro,Solteiro,Sim,2021,0,2010,Ensino Médio,Taguatinga,5,ENEM,16,Economia,4,0,1
Juan Novais,1996-11-26,Masculino,Branco,Solteiro,Sim,2542,0,2022,Ensino Médio,Lago Sul,5,IDP Pass,44,Ciência da Computação,4,36,1
Davi Lucas Araújo,1995-03-02,Masculino,Branco,União Estável,Não,1248,0,3631,Ensino Médio,SIA,9,PROUNI,100,Publicidade,3,10,1
Maria Júlia Câmara,2004-01-27,Feminino,Negro,Solteiro,Sim,1167,0,3763,Ensino Médio,Lago Sul,4,IDP Pass,12,Arquitetura,2,7,0
Anthony Ribeiro,2001-03-31,Masculino,Branco,Solteiro,Sim,2535,0,2550,Ensino Médio,Asa Norte,3,IDP Pass,11,Ciência da Computação,2,7,1
João Pedro Araújo,1935-06-30,Masculino,Branco,União Estável,Sim,2758,0,3926,Ensino Superior,Núcleo Bandeirante,4,ENEM,4,Ciência da Computação,4,7,0
Antonella Gonçalves,2002-03-21,Masculino,Branco,Solteiro,Sim,1730,0,3412,Ensino Superior,Ceilândia,9,ENEM,20,Engenharia de Software,4,1,0
Maria Isis Gonçalves,1996-07-25,Feminino,Branco,Solteiro,Não,2307,0,3089,Ensino Superior,Candangolândia,6,ENEM,0,Arquitetura,5,9,1
Lucas da Rosa,2004-05-28,Masculino,Branco,União Estável,Sim,1999,0,3769,Ensino Superior,Fercal,1,IDP Pass,50,Publicidade,2,16,0
Mirella Cassiano,1997-09-19,Masculino,Branco,Solteiro,Sim,2255,0,2076,Ensino Superior,Asa Norte,2,IDP Pass,46,Economia,5,8,0
Levi Lima,2005-06-22,Masculino,Branco,Solteiro,Sim,1354,0,2288,Ensino Superior,Noroeste,4,PROUNI,100,Administração,2,7,1
Elisa da Conceição,1998-10-24,Feminino,Branco,Solteiro,Não,1622,0,2409,Ensino Superior,Guará,5,IDP Pass,33,Ciência da Computação,1,10,1
Vitor Gabriel Lima,2005-07-28,Masculino,Branco,Solteiro,Não,1460,0,3789,Ensino Superior,Lago Sul,4,IDP Pass,25,Economia,4,7,0
Juan Lopes,2000-12-11,Masculino,Branco,Solteiro,Sim,2638,0,2758,Ensino Superior,Riacho Fundo,3,PROUNI,100,Administração,5,10,1
Luana Brito,1997-09-15,Masculino,Outras,Solteiro,Não,2470,0,3547,Ensino Superior,Sudoeste,1,PROUNI,100,Arquitetura,3,7,1
Mariane Marques,2003-05-09,Feminino,Branco,Solteiro,Não,1591,0,2539,Ensino Médio,SIA,6,PROUNI,100,Psicologia,1,17,0
Ana Liz Aparecida,1923-06-19,Masculino,Branco,Solteiro,Sim,2771,0,2295,Ensino Superior,Asa Norte,4,IDP Pass,47,Economia,2,10,1
Hadassa Santos,2001-04-15,Feminino,Branco,Solteiro,Não,2464,0,2967,Ensino Médio,Sudoeste,1,IDP Pass,36,Arquitetura,5,6,0
Maria Liz Machado,2001-09-13,Feminino,Branco,União Estável,Não,1806,0,2270,Ensino Médio,Asa Sul,5,ENEM,9,Publicidade,1,7,0
Raul Araújo,1999-03-09,Feminino,Branco,Solteiro,Sim,1988,0,2020,Ensino Superior,Noroeste,2,ENEM,20,Engenharia de Software,1,7,0
Enzo Gabriel Vasconcelos,2001-10-07,Masculino,Branco,Solteiro,Sim,1992,0,2275,Ensino Superior,Sobradinho,7,Transferência,4,Publicidade,1,9,0
Marcela Porto,1997-03-22,Feminino,Branco,Solteiro,Não,2517,0,2154,Ensino Médio,Águas Claras,10,IDP Pass,30,Arquitetura,4,8,1
Isadora Cirino,2002-01-27,Masculino,Branco,Solteiro,Não,1505,0,3197,Ensino Superior,Plano Piloto,4,ENEM,9,Arquitetura,1,6,1
Cecilia Ramos,2002-08-19,Masculino,Branco,Solteiro,Sim,2900,0,3317,Ensino Médio,Gama,9,IDP Pass,31,Engenharia de Software,4,9,0
Ana Cecília Campos,2003-07-23,Masculino,Branco,Solteiro,Não,1414,0,2428,Ensino Médio,São Sebastião,5,Transferência,1,Ciência da Computação,2,10,1
Antonella da Conceição,2004-11-17,Feminino,Outras,Solteiro,Não,2628,0,2084,Ensino Superior,Sobradinho,4,IDP Pass,37,Economia,2,8,0
Aurora Nunes,1927-02-12,Masculino,Branco,Solteiro,Sim,1074,0,2924,Ensino Médio,Lago Norte,9,IDP Pass,12,Economia,2,8,0
Isaac Costela,1998-10-10,Feminino,Negro,Solteiro,Sim,1960,0,3296,Ensino Superior,Sudoeste,7,PROUNI,100,Ciência da Computação,3,7,0
Maria Luiza Nunes,2004-12-04,Masculino,Negro,Casado,Não,2640,0,2640,Ensino Médio,Lago Norte,3,PROUNI,100,Engenharia de Software,2,8,1
Eduarda Camargo,2004-07-07,Masculino,Branco,Solteiro,Não,2129,0,3059,Ensino Superior,Lago Sul,9,ENEM,5,Engenharia de Software,2,7,1
Ágatha Machado,2005-02-12,Feminino,Outras,Solteiro,Não,1034,0,3175,Ensino Médio,Cruzeiro,2,Transferência,0,Engenharia de Software,3,8,0
Théo Pinto,2002-04-12,Masculino,Branco,Solteiro,Não,2164,0,2150,Ensino Superior,Asa Norte,5,IDP Pass,47,Economia,1,3,0
José Miguel Viana,1997-06-27,Feminino,Branco,Solteiro,Sim,1117,0,3000,Ensino Médio,Sudoeste,6,ENEM,47,Ciência da Computação,4,7,1
Ana Costa,2002-02-11,Feminino,Branco,Solteiro,Não,1955,0,2558,Ensino Superior,Lago Sul,5,ENEM,13,Administração,4,8,0
Ryan Souza,2001-03-16,Feminino,Branco,Solteiro,Não,1559,0,2526,Ensino Superior,Brazlândia,8,IDP Pass,44,Ciência da Computação,1,9,1
Miguel Silveira,2004-08-04,Feminino,Branco,Solteiro,Não,2990,0,3464,Ensino Superior,Asa Sul,10,Transferência,30,Psicologia,3,9,1
Yan Nascimento,2003-05-29,Masculino,Outras,Solteiro,Sim,2410,0,2106,Ensino Médio,Sudoeste,2,ENEM,41,Arquitetura,3,8,1
Liam da Paz,2000-07-03,Feminino,Branco,Solteiro,Sim,1212,0,3274,Ensino Médio,Asa Norte,4,IDP Pass,3,Economia,1,10,1
Cauã da Mata,2005-06-16,Masculino,Outras,Solteiro,Não,2561,0,3775,Ensino Médio,Lago Oeste,8,IDP Pass,22,Psicologia,3,10,0
Clarice Azevedo,1997-02-21,Feminino,Branco,Solteiro,Sim,1029,0,2244,Ensino Superior,Lago Sul,3,ENEM,26,Ciência da Computação,5,8,1
Heloísa Fernandes,2005-01-06,Masculino,Branco,Solteiro,Sim,1887,0,3617,Ensino Superior,Lago Oeste,3,Transferência,17,Psicologia,1,33,0
Breno Barbosa,1995-10-27,Masculino,Branco,Solteiro,Não,2666,0,2515,Ensino Superior,Fercal,1,ENEM,12,Ciência da Computação,4,8,0
Melissa Pinto,2000-08-02,Feminino,Branco,Casado,Sim,2942,0,2028,Ensino Superior,Planaltina,9,PROUNI,100,Arquitetura,1,8,0
Isaque Abreu,1920-03-29,Feminino,Branco,Solteiro,Sim,2326,0,3341,Ensino Superior,Plano Piloto,10,ENEM,45,Publicidade,5,7,1
Luísa Correia,1997-06-29,Feminino,Branco,União Estável,Sim,1217,0,2709,Ensino Médio,Park Way,6,ENEM,20,Publicidade,1,7,0
André da Costa,2000-08-15,Masculino,Branco,União Estável,Não,2584,0,3456,Ensino Superior,Ceilândia,4,ENEM,10,Ciência da Computação,1,8,0
Gabriel Moura,2005-04-24,Masculino,Branco,Solteiro,Sim,1020,0,2594,Ensino Superior,Cruzeiro,1,IDP Pass,9,Economia,5,10,1
Guilherme da Conceição,2003-05-24,Feminino,Negro,Solteiro,Sim,2767,0,2747,Ensino Superior,Asa Norte,1,Transferência,43,Publicidade,5,8,0
